,Score,user_id,review_id,text,votes.cool,business_id,votes.funny,stars,date,type,votes.useful
2532,0.0,CrM3Az65uEB7BBC7G7Begg,kGw0vxwTMwqrWyl5di4GzA,"I want to start by saying that it kills me to give Casbah two stars and I wish there were two rating systems - one for the food and another one for service since my review is really about the latter. The food as always is exceptional.

I have been going to Casbah for well over a decade and it is a place where my family has always celebrated special occasions because of the wonderful atmosphere, food and the great service - or what used to be great service. 

We went to Casbah last night for dinner to celebrate a family birthday expecting to have a nice, memorable evening. Alas! that wasn't to be. Our server (Seth) and the service provided by him can be described in just one word - INDIFFERENCE. He went through the motions of taking our order and bringing us our food but that was it. We were never told of any specials. We were not brought any bread till we asked for it. We were not asked for re-fills on our drinks or even our water. We were not once asked how the food was and if we needed anything else. On ordering dessert, we were not asked if we needed coffee or drinks to go with and so on. In my book, indifference is worse than bad service.  

I could have looked past it if it was just the server's style and lack of work ethic (every place has some of those people!) but what really highlighted this lackluster service was that the very same server was providing exceptional service to a neighboring table with a much larger party than ours. Perhaps because gratuity was automatically included? I don't know but suffice to say I was very disappointed and somewhat annoyed. 

Casbah is not your ""neighborhood"" place to drop in for dinner and the food and ambiance don't come cheap. So the least they can do is to make sure that service is consistent. It is relatively easy to attract new customers but really tough to sustain them.  I hope this was just a one-time occurrence but I feel like I need to highlight it in a public forum in the hope that someone from Big Burrito sees this and has it addressed. 

I'm so disappointed. I hope I can go back there again. I would hate to lose this place!",0,2SwC8wqpZC4B9iFVTgYT9A,0,2,2015-02-25,review,0
2541,0.0,3IqHho3fCVeHOaXxvtI42Q,TNQ10Bm1ukyY4qEmxHTeUw,"Parking: Street parking or valet. 

Initial thoughts: I've heard this place had great food, and since I was quite hungry, I was excited. 

Wait time: We had a reservation, so we were seated right away. 

Service: Great - the waiters were attentive and made sure we were enjoying our meal and had our water glasses filled. 

Appetizers/Small dishes: Cheese tasting with 5 cheese - it was so tiny. Not worth the price. The cheese were interesting, but for the cost I expected more than just a few small slices of bread, a few slices of cheese, and a dollop of jam. 

Main dish: Long Island duck - TOO SALTY. I thought the duck itself was cooked well, but as I was eating it I had to constantly drink water to make up for the taste. There were a few measly pieces of gnocchi. There was no lavender flavor or kumquats. I would recommend getting something other than this dish if you do go. 

Drinks: We ordered a bottle of Riesling, which was good but nothing special. 

Cost: The main dishes were all around $30-35. For the cost, I expected the flavor to wow me, but really I just need a lot of water to drink. 

Ambience: We sat in the part of the restaurant that was under a tent-like structure. It was a bit chilly, but they had the heated lights on. It is dark, so don't expect to take any good photos. 

Overall: Just okay. I wish I could give it more stars, but really it was disappointing. After that unsettling duck main dish, I'm not sure If I'm willing to try this place again.",0,2SwC8wqpZC4B9iFVTgYT9A,0,2,2015-04-11,review,0
2548,0.0,rdL3rlI83NJ13hPHC-j54w,0L2yOViJHdzyfzLzoyr8iw,"I have heard much about Casbah being one of the best eateries in the 412. I went on their pasta special and got the ricotta ravioli and the short rib ravioli. The ricotta was the second most expensive dish on that menu and we received two saggy, bland pouches of what tasted like a microwaved lunchable. The short rib was doused in a gravy-like sauce that overwhelmed any taste or subtleties that may have existed. Heavy and bland. Not generally what I go out to eat for. 

The service was also extremely slow. 20 minutes to get our bread and 50 to get our appetizers.",0,2SwC8wqpZC4B9iFVTgYT9A,0,1,2015-06-16,review,0
2549,0.0,VuZ9T8v1VxZ1tcizAL9RPg,X6WMg-OJ90CcwEwkY-xFRA,Pasta fest should be called deception fest. We got an email inviting us to come to pasta fest thinking it would be regular portions at a discounted price. WRONG it was smaller portions at a higher price. I never felt so ripped off. $15 for one meatball and three bites of pasta. The server warned us about the small portion but wow . You got me this time but never again.,0,2SwC8wqpZC4B9iFVTgYT9A,0,1,2015-06-18,review,0
2555,0.0,vQUWOK0MOBLLDEcJVoKIjg,owmkrWzujnnFUchjb0jNnQ,"This place's reputation as a high-end restaurant is entirely undeserved. Every single entrée my party ordered was oversalted and bland. And for the price I was expecting much, much more. If you're looking for quality food for $25-35 per plate, go to Meat & Potatoes.",0,2SwC8wqpZC4B9iFVTgYT9A,0,1,2015-06-27,review,0
2562,0.0,psYEq7f4si48EZc6cyZRKA,_lk_szPZyOanNa8ExNYqog,"We were excited to go to casbah after hearing good things from locals and having gone to mad Mex, which was truly great TexMex food. despite trying to be optimistic, we really left unimpressed. here's the breakdown:
cocktails/drinks- the list was unimaginative and wife's cocktail was neither refreshing, not very strong. the beers offered were not great, one was flat: 3/10
gnuti- this was somewhat tasty and rich, with well cooked chunks of lobster, however nothing I'll remember tomorrow: 7/10
octopus- the list of ingredients and fact that it is a Mediterranean restaurant makes you think this would be light and fresh w a salty kick from the prosciutto. but it seemed to be cooked with the prosciutto and/or brown sugar and was overcooked, a heavy lumbering dish that not even fennel could make up for. this was a big disappointment. 2/10
halibut-  the fish was well cooked, but the dish was generic, not exciting nor offensive, forgettable. 4/10
Casericcha (sp?)- this really was the standout. The scallops were cooked well and it was chock full of crab. It was very rich. Nothing about the preparation was special, and it wasnt spicy and it was green with pesto so the name red pepper is somewhat of a misnomer, but for the pure weight of fresh lump crab makes this dish 8/10, even with a pretty high price for pasta of $35.
Dessert- milk sponge cake- small and fairly dry, which again, with name ""sponge"" one would be disappointed to expect a moist cake. 3/10.
service- the service was fine, not amazing, seemed like waiter was a little too busy for the higher prices of food. although the ambience on porch was nice, they seemed to have a hard time regulating the temperature, with various times of sweat building on the brow, throughout the meal. 5/10
total: 30/7=4.something and given the price, how good everything looked on the menu and the disappointment of anticipated greatness, I'm rounding down. 
big burrito is a shooting 50% (props to mad Mex), curious to see how they do in the rubber match.",0,2SwC8wqpZC4B9iFVTgYT9A,0,2,2015-08-15,review,0
2572,0.0,XFLn8hRmzikg2GGB5eRNug,CQKf39PbTHachwEBU_zeoQ,"I stayed at two different apartments in their 5909 building. They were good with maintenance stuff but tried to screw you over wherever they can to get the extra money from you. The lady, Sherry (who is the owner's daughter and run the management company) is very disrespectful-- especially after you've signed the lease.

I signed a lease stating that the apartment will be available for move in on August 1st and she yelled at me for asking her for the key on August 1st-- saying that I should take into account that it needs to be cleaned-- that's NOT how leases work. When the lease states a move-in date, it literally means that. I didn't have the apartment until August 6th but until then they only had the carpet changed. The apartment was not cleaned. I had to request them to give me a cleaning coupon and prorate the rent for August for me-- they did both but nothing makes up for the urgency I was in since my sick brother needed the apartment urgently and I had conveyed that to her before signing the lease-- that and the fact that she was arrogant because she knew we were pretty limited in our options. 

Also, they tried to squeeze in every penny from our security deposit. My ex-roommate had magnets on the fridge that left a couple of pink stains on it. They charged us $531 for that-- the fridge worked fine.

If you didn't have to deal with Sherry the place won't be a bad idea to stay but her attitude problem and unprofessionalism makes it really hard. Melita is a much more professional person to speak to but she only works for Sherry.

The apartments are not bad but it's very poorly managed.",0,QD-tOlwW0A06L-e0OUuEMA,0,1,2015-06-03,review,0
2584,0.0,cVoLtThi7TivfnHqdDWXzw,XQTtJkP1eGaXu6s80r1-0A,"It's good when they are on, but they are so inconsistent you never know what you are going to get.  The coffee machine looks like it hasn't been cleaned in the last century which is off putting.  Generally, I wouldn't recommend it unless you are in the neighborhood and desperately hungry--you MIGHT catch a lucky break and be there on a good day.",1,PzG0XmAmtXFs6Fdnubf41g,0,2,2008-02-01,review,1
2593,0.0,4cW3iQW6JD1C8VxYP0eyXg,Dpq_qP6kPNHixlMbjlwYjQ,"Quiet Storm is, perhaps, the most expensive vegetarian diner I have ever been to, even by big city standards! Cash-only makes this even more difficult. Tofu wings appetizer was simply not very good; and I usually love these things! I tried the gyro wrap which was also a big disappointment. As far as I know, gyros are supposed to be pretty meaty, but this was mostly lettuce with sporadic chunks of seitan and cucumber,along  with dreaded diced unripe tomato. The wrap was dry and upon looking at the menu again, I see that the sauce that it probably requires costs an extra $.50. The tortilla itself was very white and seemingly unnatural compared to those found at most veggie establishments. My beverage was good and affordable--ginger lemonade. It was sweet for my tastes, but I am sure most people would have thought it perfect. I'll keep Quiet Storm in mind as a coffee shop, only.

F.Y.I after splitting the cost of the appetizer with a friend, my lunch cost me $17--ouch! I did have half of the wrap leftover and ate it later as a salad with my own dressing. It was quite good that way and I might recommend that QS rethink the Gyro presentation if they want to continue using so much lettuce.",0,PzG0XmAmtXFs6Fdnubf41g,0,2,2009-04-15,review,1
2600,0.0,4cW3iQW6JD1C8VxYP0eyXg,3aHhNojYo__JdnEUS-IvRA,"Maybe I am just the most jaded vegan in town; Quiet Storm's food menu bores me to tears, that which I will use to salt my own mediocre cooking at home! Their coffee isn't all that great either, as given the choice, local La Prima is in my favor. Tears. This is the only vegetarian restaurant on the East side of town, and oh so close to me, but I cannot stand to go there. Desperate times now call for toast and tea served by the sad server that resides within my depressed little dining room.",0,PzG0XmAmtXFs6Fdnubf41g,0,1,2009-11-19,review,0
2604,0.0,4cW3iQW6JD1C8VxYP0eyXg,6fkP00PK_N0WfUVKNvWDRQ,"I must be a glutton for punishment, because I keep finding myself hungrily returning to the Quiet Storm. The menu has slightly changed, and they are no longer cash only... This time it was the ""8th Ward"" that inflicted extreme disappointment. Not sure what 8th Ward is supposed to mean, but I will forever associate it with a dry boring place. And I thought we were getting a party platter! This appetizer sampler included THE WORST hummus evaar; I am near positive that they forgot to add garlic, lemon, salt and tahini to this chickpea paste that which was described as ""garlicky"" on the menu. Sooo wrong. ""The Butter,"" another WTF of a name, was also very dry and bland. The salsa was good! And there were plenty of dipping accessories, too many really, given the smallness of the unappetizing dip portions.

At this point, I've tried most of the vegan options QS has to offer and the only luck I've had has been with the B.Y.O.B. Go figure. 

I wouldn't care so much about how much of a tease this place is if I didn't REALLY desire a comfortable neighborhood place to eat comfortable food with a comfortable view of a cute waitress who writes fiction. And it frustrates me that few others seem to recognize the culinary (I shutter at even calling it that) mediocrity of ""the best"" vegetarian restaurant Pittsburgh has to offer.",1,PzG0XmAmtXFs6Fdnubf41g,2,1,2010-01-08,review,2
2607,0.0,Ht--WF85eksNdCDjd6D7PA,Z9DFYUN3Q6l77n_xiDg6tA,"i was super excited to try quiet storm when i moved to pittsburgh because all of the reviews i read were fantastic.  however, i have visited multiple times now continuously hoping for improvement and each time i've been disappointed.  let's start with the good things.  QS has a great atmosphere, it definitely helped the transition from austin.  very chill ""hippie"" vibe.  however, the servers although friendly can  sometimes be a touch ""hippie-elitest"".  the food was alright.  their homefries were quite tasty but little else has tantalized my taste buds and i have tried many things.  i do love their thai dressing, very yummy on the salads.  will i continue to go back?  probably, wishful thinking is  a good thing.",0,PzG0XmAmtXFs6Fdnubf41g,0,2,2010-02-09,review,0
2619,0.0,40BB-4A9in2v5XQVBlNbaw,Lld8xZkoPRuu2ipO6Oz1pg,"I'm going to revise my review of Quiet Storm.

You may get lucky and find yourself faced with an awesome rendering of a fabulously-designed vegetarian sandwich. In my experience, however (considering the 30+ Cubanos I've eaten there), you're more likely to get a sad, mediocre rendition.

Consistency is not their strong point.

Add to that the likelihood that you may be dosed with some surly owner attitude, and I've decided to steer clear.

It's a shame that I no longer feel it's worth it to chase the beautiful dream of my first meals at Quiet Storm. It's also a shame that many of their staff are wonderful, friendly, and helpful, and yet their efforts are overshadowed.

Sorry, Quiet Storm. As a Pittsburgh vegetarian, I want to love you. But you broke my heart.",0,PzG0XmAmtXFs6Fdnubf41g,0,2,2010-08-12,review,3
2626,0.0,d9AfUK4A1xZikqhsc5k07w,KIDucche0LhpKA8W9HHBlg,"The menu looks awesome and the dish concepts are good except everything that comes out is disappointingly bland. Thank god there were bottles of hot sauce and salt on the table. The best part of the meal was the peanut butter chocolate milk shake. The burger and ""spicy"" Cajun soup were very mediocre.",0,PzG0XmAmtXFs6Fdnubf41g,1,2,2010-12-16,review,0
2627,0.0,en7cvJc3suhgkExEclq5VQ,5hYpMOK_j_s207a5-4O3kw,"I'm a vegetarian and have lived behind the restaurant for over 3 years. Every time I have ever gone, the service is awful. It's as if they're doing you a favor by waiting on you. I think their breakfasts are pretty good and their lentil loaf is good but usually your sides consist of yellow nacho chips with brown jalopeno slaw. Also, the cooks look like they are lacking hygeine. the one great thing about this place is their coffee, and that's it.",0,PzG0XmAmtXFs6Fdnubf41g,1,1,2010-12-20,review,2
2639,0.0,eovwN_EDnxVc4UZgYJId2w,CGVFCQhjmnqlNf3V0yMxnA,"I really, really wanted to like this restaurant. Hip, quirky, vegetarian/vegan. Lots of owls and kitschy deco. I eat meat occasionally, but had a vegetarian buddy here to visit, and thought this would be a great choice. What's not to love, right? 

Well, for starters, the service. Our server was really nice, and had lots of reviews, suggestions and alternate ideas for what we should order... but the service was mind-numbingly, ridiculously slow-- and the place was half empty. Plus, even after two requests for napkins (which were not provided to begin with, and not available from other empty tables around us) we never received any napkins at all. I'm not really a messy eater, but come on!

Maybe part of the problem was expectations? We kicked things off with the ""firesticks"" appetizer-- some really tasty quesadilla-ish things. After that, our orders (I had the thai salad) were just kind of... boring? Strangely spiced? I feel like the bar was set high with the app, and then none of the entrees met the expectations of yummy veggie goodness, and my dining companions agreed. I also ordered a cup of the mac & cheese, and it was awful. You know how when you reheat elbow mac & cheese in the microwave, and the cheese gets all greasy/gloopy and the noodles stick together? Well, it was exactly THAT, with some powdered garlic sprinked on top. Really. I should have made my own leftover mac at home and not paid $4 for a cup of that. Learn from my mistake.

We had planned to order milkshakes, too, but our server spent so much time in a black hole or something that by the time she finally returned, we'd been completely finished with our meal for at least 15 minutes. For $4 (and probably a ridiculous wait) per milkshake, we decided to hit The Milkshake Factory on East Carson instead.",0,PzG0XmAmtXFs6Fdnubf41g,1,2,2011-05-23,review,1
2640,0.0,nDcMb_LxWNIlOYtyUMIsiA,6zqR8mkRm36QXO7o0q1wGQ,"Why do vegetarian restaurants think we need ""fake"" meat, this I do not understand.  I had a primavera sandwich which was just ok, but the patty on the roll was just as perplexing as the ""mystery meat"" you get in your elementary school cafeteria. My sandwich came with a boring pasta salad and some tortilla chips out of a bag.  Otherwise the atmosphere was fun, and the wifi was free if you ask for the password.",0,PzG0XmAmtXFs6Fdnubf41g,0,2,2011-06-04,review,0
2641,0.0,WxvD8BG-DUklbDxQNdt5qg,7pYvT-LbWcmnuJ8ReURqug,"I've been back to Quiet Storm many times. I can accept the hit or miss service since it's pretty cheap and casual. That's not really an excuse for bad service, it only somehow softens the blow, but why be mediocre? 

The environment is comfortable (unless you sense the servers don't want you there). The music ranges and is appropriate for the environment. It's never too loud or aggressive. Free wi-fi helps and the milkshakes are slammin! The food is inconsistent, but often good. The Black-a-dilla is my favorite. 

I really want to like Quiet Storm, but it only merits 2 stars. Their food, service, and hours are inconsistent. It seems they often close early. 

Owners, please stick to your business hours. It's not like you're open that late to begin with! Perhaps everybody wants to go home, I don't blame them for that, and you may have run out of a few things, but try to imagine the disappointment of trekking out there to enjoy your favorite shake or snack and then being turned away.  

OR, If you believe this is an acceptable business practice, it would be less infuriating if you simply changed your hours to '9am - until we feel like it.'  This way there are no set expectations and we can't really begrudge you for it. 

...My vote is to just stick with the hours you created.

Thanks!",0,PzG0XmAmtXFs6Fdnubf41g,0,2,2011-06-06,review,1
2651,0.0,l5SH2Wkxl-g8wRSDrJnC2Q,I-k5IuI5N1woIgtg3YnWLA,"Yes, it is reasonably priced.  Yes, my food was tasty (6 on a scale of 1-10).  However, the place did not look clean to me--I won't be back because of that.",1,PzG0XmAmtXFs6Fdnubf41g,1,1,2011-12-22,review,2
2654,0.0,cHzrY4ci7jvRb850Yiw7FA,sEGUz6Uwubb_6smOQjgG4g,"Yes, I know.  I'm probably one of the few people that has rated this place with two stars.

But let me explain.  My friends and I wanted to try this place out and had high hopes.  I haven't heard of many vegetarian/vegan places in Pittsburgh so I expected to have some awesome vegetarian food.  However, from the get go, our host was absolutely terrible.  He did not look us in the eye and was just overall awkward.  There was obviously room in the restaurant for the four of us but he had to ""look in the back"" to see if there was room.  One of the other servers eventually sat us in a clearly empty table that we could have picked out for ourselves.  Our first host came back, reiterated the same thing the server told us, but never gave us menus.  I had to go out of my way to ask for menus about five or ten minutes after we had been seated.

To be fair, our assigned server was very nice.  She was friendly and approachable.  But of course, our food came and mine was cold.  The potatoes in the hash I ordered was stale, old and cold and had such a small accompanying serving of bread.  Also, our utensils weren't given to us until after our food was served.  I know I may be sounding like a little bit of a snob but utensils should be expected before the food arrives.  Not to be completely biased, the rest my party had decent food.  It just wasn't anything special.  Definitely not worth $12 for brunch.

Needless to say, I will not be coming back to this place.",0,PzG0XmAmtXFs6Fdnubf41g,0,2,2012-01-22,review,3
2660,0.0,nEC2qpF5WM6Td0Zo21Y9jQ,UJvlD5jvPOCxcq82Fnrm5Q,"So I admit my boyfriend and I actually didn't know it was vegetarian/vegan until we had ordered our food and looked more closely.
 
We went this past weekend and had brunch. We each had thai coffee which was ok, not stupendous, not horrible. He ordered the veggie burger, and I had the chocolate oatmeal pancakes.

His burger was unseasoned and fairly cold, my pancakes were okay...but to be honest really lacked flavor (the taste of what I imagine cardboard to be came to mind). I don't discriminate, I'm all for veggies and vegan food, but just because those are your ingredients doesn't mean you can't cook things well and add seasoning.

I am intrigued to go back because the apple cheese panini sounded possibly better than what we had.  

I will note that ourwaitress was very sweet and friendly, but the food was just lacking in flavor so much that it's really deterred us from going back.",0,PzG0XmAmtXFs6Fdnubf41g,1,2,2012-03-20,review,1
2661,0.0,nr036PbhhQDdS6wSywErag,owfCe4Smt3u9zuzLUxNTQg,"Ugh... I got a plate with seisage, tofu scramble, and sundried tomato toast. My whole plate was entirely dry, chewy, and unpalatable. I had high hopes for the tofu scramble, especially after seeing positive reviews about it. But honestly... It tasted like nothing. I thought it'd be moister with a creamy consistency that might come from silken tofu, but it was hard, dry, and chewy. Hubby got a country burrito that was much better in comparison to my plate... But that might have been due to the fact that his whole plate was doused in gravy. Anything will taste better drenched in gravy. We think the gravy tastes like the powdered packet kind where you just add water. On top of all this service wasn't the greatest. I had to fish around for my own ketchup and they didn't even bother to ask me what kind of toast (3 options on the menu)I wanted when I ordered the toast option for my meal. Then they didn't bother to ask hubby if he wanted anything to drink after he had picked one of the $12 entrees that come with coffee or juice. We had to tell someone else to get it for us. Also they don't really wash their cups. There are 2 sink basins at the front where they just dunk the cups in one soapy basin then dunk the cups in a second water basin and then stack them next to the sink. It made me not want to drink my water even though I was thirsty. Good idea, but poorly executed food. I've had good vegan and vegetarian food before that's consisted of a lot of fresh greens, avocados, and more. For a vegetarian place, there was nothing green on our plates. This experience sadly fell enormously short of our expectations... Could've eaten at kaya or meat and potatoes for the same price.",1,PzG0XmAmtXFs6Fdnubf41g,1,1,2012-03-25,review,2
2668,0.0,uR1ctNuclr1uChWk7IZN0A,VNu1Qb-eaQsOwMDjG42IAg,"Worst tofu scramble ever. Days old, cold, hard, inedible.  Sent it back and had no time to wait for another dish. I can't even believe that the server, let alone the  ""chef"" thought it appropriate to serve. 

Brought my 2 year old along, had to get a high chair, I'm able to do this just would have been nice if asked by server if we needed one.",0,PzG0XmAmtXFs6Fdnubf41g,0,1,2012-06-06,review,1
2677,0.0,W-maSVsO7xc4QjIHfe63ig,Lkh0D47PPfKfF41UaZIFNg,"I've found the service here to be pretty terrible. Servers can be pretty careless about taking care of simple things and my friends have had similar experiences. The food is really pretty good, but if the overall service sucks, then well, it makes it hard to enjoy a tasty meal. Sorry Storm, you need to improve this.",0,PzG0XmAmtXFs6Fdnubf41g,0,2,2012-08-19,review,0
2680,0.0,WLUgUU-TSdTRd2tkU-LF4g,mNRAo_On4w_ztISkvooXVg,"I imagine that this is the restaurant that I would make if I were 20 years old and knew nothing about restaurants except dining in them and what looks and sounds cool.  In that it does some things right, but none of the important things.  It has a decent sized shop with large windows and its bright, so that's good.  They have good music, but unfortunately we were seated right below one of what looked like two speakers in the place.  Its a large restaurant so in order to make it the right volume for people far away from the speaker it has to be too loud for the people close to the speaker.  I know the trade-offs of sound systems all too well.  If only there was a way to solve this problem like... just riffing here... more speakers at a lower volume?

They had a greatest hits of the thrift store type of decor and the standard shitty artists selling their paintings like at every coffee house you've ever been to.  They include coffee/tea/juice/whatever in the price of the brunch because, like everyone, I hate choices too and I definitely wanted at least one of those.  I'm looking at the menu and its a vegan/veggie place so we're never going to be good friends but I'd like to think that there's something that looks halfway decent but it all looks awful.  There are two Tex-Mex-Ranchero breakfast dishes... that's at least one too many; and there's only like eight choices which sounds like plenty as a number but I assure you it was not enough here.

I go with the Egg Frittata as my least bad option and it ends up tasting mostly flavorless but with a distinct stale note.  It comes with a salad that is not bad, but who wants a salad for breakfast.  As we're leaving the waiter, who's been fine the whole time, asks us where we're from and my girlfriend answers ""D.C.""  The waiter replies, ""Oh, I'm sorry about that.""  Now, neither of us is actually born in the D.C. area, nor do I even particularly like living there.  So I'm not personally offended, but I'm not sure if someone from or living in Pittsburgh has solid footing to talk the business about Washington D.C. or almost any other large city.  Its not like property values in Pittsburgh are indicating that everyone's clammoring to live there, whereas in Washington D.C., they are.

I was not enjoying the restaurant before that, but this kid actually threw me to straight up hating it.  If you're vegan and have literally no other options... then I guess you're going here.  If both of those conditions aren't true, then go anywhere else.",2,PzG0XmAmtXFs6Fdnubf41g,8,1,2012-09-30,review,4
2688,0.0,WlDhFwOFx4e5Hxl74K-Mwg,Ix1c9nfZ-Ci2LCjtXRKqMQ,"It's cheap, I'll say that, but otherwise it's bland food served by workers who mostly don't seem to notice they're working, and when they do, only respond snarkily. There are many better vegetarian and vegan options to choose from.",2,PzG0XmAmtXFs6Fdnubf41g,1,1,2013-01-26,review,2
2691,0.0,iurbZ56AKx-c47IFL8UsSg,8lnkg9qBcn3W_Y0cez-VsA,"Andrew here said it best: ""...  food served by workers who mostly don't seem to notice they're working, and when they do, only respond snarkily.""

It took me 40 minutes to get a sandwich here, and when I complained I didn't get an apology, just a snarky remark ""well you can see we have a small kitchen""",1,PzG0XmAmtXFs6Fdnubf41g,2,2,2013-02-13,review,2
2692,0.0,-Gdjho_gZhgTXkYmSPy0qw,WVd14vQOob_LMBHMbZER6w,"I'm still not convinced that this is a vegetarian restaurant. It just has to be a parody of a vegetarian restaurant. Like, every time I start reading the menu I think Ashton Kutcher is going to pop out and tell me I've been Punk'd.

A small disclaimer: I am not vegan or vegetarian and I never will be. I love meat. But I also love vegetables and fruits and pretty much the entire food pyramid. And these things can be combined to make tasty vegan food. But ""Texturized vegetable protein hydrated with seasonings"" is not food to me. Yep, that description of their ""chorizo"" comes directly off their menu. Eating vegetarian does NOT mean you need to subject yourself to these highly processed ""foods.""

Less processed substitutes like tofu, tempeh, and seitan are used as well, but they are mostly treated as a stand-in for meat. I guess if you are a vegetarian that misses eating meat, this may satisfy you. However, as an omnivore, why would I eat a faux-BLT when I can eat a real one? How about instead of trying to imitate the flavor and texture of meat, we actually come up with creative combinations of vegetables, fruits, and legumes that are delicious in their own right. What a concept! Have you ever eaten a vegetarian dish and thought, ""Whoa, I can't believe I actually like this better than meat""? I have! But don't expect that feeling here. It will be more like: ""Umm...I guess tofu mixed with nutritional yeast is kinda reminiscent of scrambled eggs?""

Two stars because I really like the drinks here. The ones I remember trying were the ginger lemonade, the Mexican hot chocolate, and the root beer with a shot of espresso. They have some really wonderful sounding tea options that I wish I could try, but I generally avoid this place because of the food.",1,PzG0XmAmtXFs6Fdnubf41g,1,2,2013-02-18,review,2
2704,0.0,7VBi20rKww6I9Y4ypdn5mw,pAzVSxMNEsXyym5XrkhoEw,"This place is a train wreck. Quiet? No. Storm? Yes. Loud, slow, bland food and annoying service are only a few of the complaints that I have.
 
1. The Vegan / Hipster / Metal thing has got to go. All I kept on seeing through the kitchen window was the armpit hair of the cook wearing the Motörhead tank top. I am a huge Motörhead fan, but when I go to an overpriced restaurant I don't want Lemmy to be making my food.
 
2. The food is bland. Shoving a bunch of brown rice and black beans in a tortilla does not automatically make the food vegan and there were very few things on the menu that were 100% vegan.
 
3. The service was pretty bad. Our appetizer came to the table with our main dish and the entire time we watched the staff eat their dinner in front of everyone at the counter. I am pretty sure that three different cooks made our order, as the cooks were tag teaming the line while they were eating.
 
4. Last, but not least... the volume level in the place was numbing. The guy working the counter kept on slamming the ice cream freezer door every time he made a milkshake, the music was some sort of Bjork style electronica that I am pretty sure was written to induce migraines and there were about 6 hippy couples letting their kids run wild.
 
I have been to plenty of vegetarian restaurants in my travels and Quiet Storm does not even come close to the top 10. I think Pittsburgh deserves better.",0,PzG0XmAmtXFs6Fdnubf41g,0,2,2013-06-08,review,0
2710,0.0,ivGI9Nege4as2Qst-X9wxQ,SMSX2BYj0ZCeF5Ps3ugUMA,"It's not what I expected.
We waited near the sign ""Wait here to be seated"" for about 10 mn while the waitresses were hanging out before my husband grabbed someone who told him that we should wait over 5 mn. Finally, we sat down, the service was cold, the waitress seemed unsure of almost everything we asked about. I took the Nyam, the pudding was yammy but the black beans were hard, my husband's frittata was bof, just ok, nothing special. won't go back there.",0,PzG0XmAmtXFs6Fdnubf41g,0,2,2013-10-13,review,0
2716,0.0,yL8xaYG6Yyg-2iy-_qr9qA,OihKM-gdn-yIN0xJ5QjMlQ,"In all fairness, I went to this place after stuffing myself at Vincent's Pizza Park.  Still, I know a good pizza when I see one, and this place is totally passable, but great or even good it is not.  My friend and I were given our pizza in a box although we were planning on eating on the premises.  Still, it seemed like we were not wanted and decided not to press the point.  We walked across the street to a parking lot and saw a Pizza Perfecttta box and some leftover pizza littered on the ground.  In the end we didn't finish our pizza and assumed that many people in the past have been hastily handed their pizza, pushed out the door, only to walk across the street, eat mediocre pizza, and decide it wasn't even worth the energy to pick it up and throw it away.",0,lHP5STO7aomlEQixH8m1aA,1,2,2010-08-16,review,2
2720,0.0,-Gdjho_gZhgTXkYmSPy0qw,tZrjvcYZxpY9565iLyC7qA,"Ew. Okay, not the worst pizza ever, but it's pretty far down my list of pizzerias...and that's sad, considering I quite literally live across the street from it. This should be my go-to pizza destination but I'd rather pay a delivery charge than eat their pizza. The sauce is way too sweet (like, Papa Johns sweet) and there isn't enough cheese. There are too many decent pizza delivery places around to settle for this. The only thing I enjoy about Pizza Perfectta is that their sign hilariously claims, ""Excitingly flavored!"" Personally, I wasn't having an orgasm over my mediocre pizza. Maybe if they wouldn't have tempted me with such language I would be less pissed off at them. Two stars only because they let me borrow some paper cups when I moved into my apartment and hadn't unpacked my kitchen stuff yet. Without them I may have had to travel half a block north and grab some from a different restaurant. Thanks, Pizza Perfectta.

Oh, and here's a little Italian lesson for you: it's ""perfetta,"" not ""perfectta.""",1,lHP5STO7aomlEQixH8m1aA,4,2,2012-01-21,review,2
2735,0.0,YEjPu9A3obycvgdI2UgdAg,W8M2BSqlQuJAHCQoAsNzWA,"DO NOT ORDER THE HOT WINGS!! If you enjoy eating hot sauce flavored gravy paste, then by all means these are the wings for you. If not, stay away. My boyfriend and i each ate one and couldn't even finish the rest of our dinner. Don't waste your money!",1,lHP5STO7aomlEQixH8m1aA,1,2,2013-10-24,review,1
2738,0.0,vt5orhnlLhCYWoj1ATPmQg,_ilT0lwWE-bK54F6XGJosA,"Got the rancho and the Greek, not so bad but I probably won't go back... Too heavy for me...",1,lHP5STO7aomlEQixH8m1aA,0,2,2014-04-18,review,0
2743,0.0,vZ9U0ikFI2K8_QTlKwh3FA,NuW3r1QkAH2T_z-7gRdQ5g,"I was pretty disappointed with this place. I thought from the good reviews that the pizza would taste okay. I went here around 12am on a Friday so maybe their ingredients weren't as fresh. I ordered a medium veggie pizza with a side of fries. The fries were super soggy and the pizza was pretty flavorless. There are only about 2 seats inside so you pretty much have to take it to go which was fine with me. 

The people working there are really nice though which is a plus. Overall, i wouldn't go back.",1,lHP5STO7aomlEQixH8m1aA,1,1,2014-08-29,review,1
